Physics,Chemistry,Math,Computer,English,Total Marks,Percentages %,Grades,GPA,Final Results
49,59,30,9,57,204.0,40.8,C,1.632,FAIL
31,40,87,98,66,322.0,64.4,B,2.576,FAIL
49,80,17,56,19,221.0,44.2,C,1.768,FAIL
57,68,67,21,53,266.0,53.2,C+,2.128,FAIL
81,19,71,23,94,288.0,57.6,C+,2.304,FAIL
56,65,86,82,63,352.0,70.4,B+,2.816,PASS
75,90,6,52,79,302.0,60.4,B,2.416,FAIL
65,76,97,19,73,330.0,66.0,B,2.64,FAIL
17,58,74,50,80,279.0,55.8,C+,2.232,FAIL
21,35,27,43,72,198.0,39.6,C,1.584,FAIL
68,40,18,18,3,147.0,29.4,NG,1.176,FAIL
98,82,17,49,14,260.0,52.0,C+,2.08,FAIL
67,91,5,64,14,241.0,48.2,C,1.928,FAIL
9,18,42,3,56,128.0,25.6,NG,1.024,FAIL
11,9,54,99,1,174.0,34.8,NG,1.392,FAIL
47,50,56,76,23,252.0,50.4,C+,2.016,FAIL
72,28,2,31,49,182.0,36.4,C,1.456,FAIL
4,93,83,71,26,277.0,55.4,C+,2.216,FAIL
81,50,92,60,32,315.0,63.0,B,2.52,FAIL
20,46,10,98,73,247.0,49.4,C,1.976,FAIL
11,79,61,98,48,297.0,59.4,C+,2.376,FAIL
72,98,13,7,5,195.0,39.0,C,1.56,FAIL
88,86,89,44,91,398.0,79.6,B+,3.184,PASS
99,66,89,84,63,401.0,80.2,A,3.208,PASS
99,46,2,98,10,255.0,51.0,C+,2.04,FAIL
81,31,90,97,85,384.0,76.8,B+,3.072,FAIL
50,5,19,37,7,118.0,23.6,NG,0.944,FAIL
25,34,44,20,77,200.0,40.0,C,1.6,FAIL
86,44,0,51,52,233.0,46.6,C,1.864,FAIL
82,6,23,8,48,167.0,33.4,NG,1.3359999999999999,FAIL
3,46,10,72,83,214.0,42.8,C,1.712,FAIL
64,41,27,18,77,227.0,45.4,C,1.8159999999999998,FAIL
13,38,54,38,70,213.0,42.6,C,1.704,FAIL
64,64,57,22,48,255.0,51.0,C+,2.04,FAIL
74,37,68,53,36,268.0,53.6,C+,2.144,PASS
49,22,58,92,63,284.0,56.8,C+,2.272,FAIL
74,59,36,99,68,336.0,67.2,B,2.688,PASS
18,20,24,78,58,198.0,39.6,C,1.584,FAIL
31,81,81,65,11,269.0,53.8,C+,2.152,FAIL
79,84,65,51,6,285.0,57.0,C+,2.28,FAIL
27,74,10,41,86,238.0,47.6,C,1.9039999999999997,FAIL
59,4,59,98,73,293.0,58.6,C+,2.344,FAIL
49,96,67,21,9,242.0,48.4,C,1.936,FAIL
55,76,35,9,50,225.0,45.0,C,1.8,FAIL
98,44,86,14,35,277.0,55.4,C+,2.216,FAIL
59,15,60,45,50,229.0,45.8,C,1.832,FAIL
52,39,65,63,25,244.0,48.8,C,1.952,FAIL
44,60,86,22,66,278.0,55.6,C+,2.224,FAIL
80,28,70,67,56,301.0,60.2,B,2.408,FAIL
51,42,27,71,20,211.0,42.2,C,1.6879999999999997,FAIL
36,1,94,38,52,221.0,44.2,C,1.768,FAIL
95,72,98,85,2,352.0,70.4,B+,2.816,FAIL
6,16,59,25,9,115.0,23.0,NG,0.92,FAIL
29,31,41,47,48,196.0,39.2,C,1.568,FAIL
9,79,13,65,54,220.0,44.0,C,1.76,FAIL
57,21,29,79,33,219.0,43.8,C,1.7519999999999998,FAIL
27,40,32,17,47,163.0,32.6,NG,1.304,FAIL
38,8,64,54,44,208.0,41.6,C,1.6640000000000001,FAIL
30,87,78,67,97,359.0,71.8,B+,2.872,FAIL
8,23,56,62,58,207.0,41.4,C,1.656,FAIL
74,43,61,89,75,342.0,68.4,B,2.736,PASS
13,3,36,84,70,206.0,41.2,C,1.648,FAIL
50,13,61,33,84,241.0,48.2,C,1.928,FAIL
3,43,3,40,86,175.0,35.0,C,1.4,FAIL
40,50,24,55,75,244.0,48.8,C,1.952,FAIL
26,27,28,29,91,201.0,40.2,C,1.608,FAIL
45,18,57,38,1,159.0,31.8,NG,1.272,FAIL
28,30,14,21,32,125.0,25.0,NG,1.0,FAIL
38,95,33,25,10,201.0,40.2,C,1.608,FAIL
89,92,61,64,13,319.0,63.8,B,2.552,FAIL
22,40,48,68,84,262.0,52.4,C+,2.096,FAIL
37,10,18,74,97,236.0,47.2,C,1.888,FAIL
67,20,17,48,4,156.0,31.2,NG,1.248,FAIL
73,60,10,18,87,248.0,49.6,C,1.984,FAIL
67,13,34,20,18,152.0,30.4,NG,1.216,FAIL
1,55,9,39,94,198.0,39.6,C,1.584,FAIL
99,8,1,90,83,281.0,56.2,C+,2.248,FAIL
79,64,47,73,65,328.0,65.6,B,2.6240000000000006,PASS
27,32,16,59,75,209.0,41.8,C,1.672,FAIL
21,94,18,23,32,188.0,37.6,C,1.504,FAIL
71,39,82,35,77,304.0,60.8,B,2.432,PASS
36,32,88,41,81,278.0,55.6,C+,2.224,FAIL
15,75,54,58,10,212.0,42.4,C,1.696,FAIL
35,85,2,91,11,224.0,44.8,C,1.7920000000000003,FAIL
38,72,43,5,42,200.0,40.0,C,1.6,FAIL
0,17,22,34,4,77.0,15.4,NG,0.616,FAIL
49,30,35,71,9,194.0,38.8,C,1.5520000000000003,FAIL
13,64,74,99,2,252.0,50.4,C+,2.016,FAIL
60,84,55,95,91,385.0,77.0,B+,3.08,PASS
91,51,69,51,91,353.0,70.6,B+,2.824,PASS
17,59,19,4,88,187.0,37.4,C,1.496,FAIL
79,43,86,29,18,255.0,51.0,C+,2.04,FAIL
37,40,75,75,95,322.0,64.4,B,2.576,PASS
69,27,63,21,23,203.0,40.6,C,1.624,FAIL
0,56,40,99,3,198.0,39.6,C,1.584,FAIL
19,4,47,53,63,186.0,37.2,C,1.4880000000000002,FAIL
44,87,83,72,70,356.0,71.2,B+,2.8480000000000003,PASS
33,94,36,26,84,273.0,54.6,C+,2.184,FAIL
10,53,68,86,5,222.0,44.4,C,1.776,FAIL
84,92,24,22,41,263.0,52.6,C+,2.104,FAIL
57,65,66,14,70,272.0,54.4,C+,2.176,FAIL
9,45,27,25,66,172.0,34.4,NG,1.376,FAIL
61,49,95,67,9,281.0,56.2,C+,2.248,FAIL
26,66,0,29,15,136.0,27.2,NG,1.088,FAIL
68,52,13,42,32,207.0,41.4,C,1.656,FAIL
46,10,98,49,63,266.0,53.2,C+,2.128,FAIL
69,19,66,42,77,273.0,54.6,C+,2.184,FAIL
61,22,51,94,99,327.0,65.4,B,2.616,FAIL
87,64,0,65,80,296.0,59.2,C+,2.368,FAIL
63,50,57,68,50,288.0,57.6,C+,2.304,PASS
71,15,11,43,78,218.0,43.6,C,1.744,FAIL
73,38,99,61,75,346.0,69.2,B,2.7679999999999993,PASS
83,10,95,16,85,289.0,57.8,C+,2.312,FAIL
30,76,17,9,94,226.0,45.2,C,1.808,FAIL
48,45,88,23,82,286.0,57.2,C+,2.288,FAIL
29,76,36,35,90,266.0,53.2,C+,2.128,FAIL
10,61,56,10,55,192.0,38.4,C,1.536,FAIL
84,18,73,26,26,227.0,45.4,C,1.8159999999999998,FAIL
99,71,44,78,67,359.0,71.8,B+,2.872,PASS
83,94,38,51,50,316.0,63.2,B,2.528,PASS
62,11,80,53,73,279.0,55.8,C+,2.232,FAIL
74,43,18,15,96,246.0,49.2,C,1.9680000000000002,FAIL
24,25,88,50,58,245.0,49.0,C,1.96,FAIL
49,34,46,87,49,265.0,53.0,C+,2.12,FAIL
66,94,68,2,48,278.0,55.6,C+,2.224,FAIL
44,13,58,4,81,200.0,40.0,C,1.6,FAIL
13,48,91,41,98,291.0,58.2,C+,2.328,FAIL
6,34,56,0,74,170.0,34.0,NG,1.36,FAIL
99,64,23,85,51,322.0,64.4,B,2.576,FAIL
90,75,90,68,23,346.0,69.2,B,2.7679999999999993,FAIL
88,33,42,60,49,272.0,54.4,C+,2.176,FAIL
19,38,71,81,48,257.0,51.4,C+,2.056,FAIL
9,49,80,43,38,219.0,43.8,C,1.7519999999999998,FAIL
97,38,85,57,9,286.0,57.2,C+,2.288,FAIL
6,40,38,97,11,192.0,38.4,C,1.536,FAIL
5,24,50,75,58,212.0,42.4,C,1.696,FAIL
99,96,18,26,80,319.0,63.8,B,2.552,FAIL
40,77,49,63,15,244.0,48.8,C,1.952,FAIL
3,12,87,67,64,233.0,46.6,C,1.864,FAIL
56,23,77,15,92,263.0,52.6,C+,2.104,FAIL
67,65,39,39,79,289.0,57.8,C+,2.312,PASS
96,51,21,29,43,240.0,48.0,C,1.92,FAIL
46,30,13,5,21,115.0,23.0,NG,0.92,FAIL
95,79,85,68,61,388.0,77.6,B+,3.1040000000000005,PASS
29,93,8,67,87,284.0,56.8,C+,2.272,FAIL
68,43,54,98,43,306.0,61.2,B,2.448,PASS
72,7,21,58,5,163.0,32.6,NG,1.304,FAIL
12,54,8,22,9,105.0,21.0,NG,0.84,FAIL
13,46,81,14,3,157.0,31.4,NG,1.256,FAIL
5,96,75,56,76,308.0,61.6,B,2.464,FAIL
64,38,64,30,17,213.0,42.6,C,1.704,FAIL
27,66,72,1,55,221.0,44.2,C,1.768,FAIL
23,52,46,85,97,303.0,60.6,B,2.424,FAIL
40,39,90,79,87,335.0,67.0,B,2.68,PASS
12,96,86,54,5,253.0,50.6,C+,2.024,FAIL
26,63,28,67,43,227.0,45.4,C,1.8159999999999998,FAIL
86,63,10,22,39,220.0,44.0,C,1.76,FAIL
28,57,66,37,80,268.0,53.6,C+,2.144,FAIL
2,72,46,29,69,218.0,43.6,C,1.744,FAIL
60,91,91,80,40,362.0,72.4,B+,2.8959999999999995,PASS
91,73,77,34,22,297.0,59.4,C+,2.376,FAIL
86,33,91,67,55,332.0,66.4,B,2.656,FAIL
90,3,65,69,21,248.0,49.6,C,1.984,FAIL
70,82,38,38,55,283.0,56.6,C+,2.264,PASS
19,48,46,64,80,257.0,51.4,C+,2.056,FAIL
87,75,76,38,82,358.0,71.6,B+,2.864,PASS
76,41,2,93,71,283.0,56.6,C+,2.264,FAIL
68,80,17,80,62,307.0,61.4,B,2.456,FAIL
32,45,13,1,1,92.0,18.4,NG,0.736,FAIL
51,77,5,80,92,305.0,61.0,B,2.44,FAIL
1,81,92,4,44,222.0,44.4,C,1.776,FAIL
4,46,55,19,95,219.0,43.8,C,1.7519999999999998,FAIL
28,31,75,23,25,182.0,36.4,C,1.456,FAIL
57,28,72,49,11,217.0,43.4,C,1.736,FAIL
44,69,21,44,68,246.0,49.2,C,1.9680000000000002,FAIL
65,70,43,40,54,272.0,54.4,C+,2.176,PASS
3,7,92,14,47,163.0,32.6,NG,1.304,FAIL
78,85,36,61,50,310.0,62.0,B,2.48,PASS
57,15,46,49,12,179.0,35.8,C,1.432,FAIL
56,49,86,90,10,291.0,58.2,C+,2.328,FAIL
3,31,90,87,44,255.0,51.0,C+,2.04,FAIL
11,12,62,75,93,253.0,50.6,C+,2.024,FAIL
69,15,69,99,72,324.0,64.8,B,2.592,FAIL
91,43,54,40,60,288.0,57.6,C+,2.304,PASS
7,74,12,14,78,185.0,37.0,C,1.48,FAIL
58,39,30,42,9,178.0,35.6,C,1.4240000000000002,FAIL
84,94,96,69,17,360.0,72.0,B+,2.88,FAIL
64,33,38,9,23,167.0,33.4,NG,1.3359999999999999,FAIL
64,94,18,93,84,353.0,70.6,B+,2.824,FAIL
64,57,56,13,0,190.0,38.0,C,1.52,FAIL
58,43,3,51,33,188.0,37.6,C,1.504,FAIL
32,73,61,19,81,266.0,53.2,C+,2.128,FAIL
36,10,52,59,36,193.0,38.6,C,1.544,FAIL
66,32,13,55,62,228.0,45.6,C,1.824,FAIL
53,87,22,3,0,165.0,33.0,NG,1.32,FAIL
7,42,46,97,11,203.0,40.6,C,1.624,FAIL
54,96,2,48,69,269.0,53.8,C+,2.152,FAIL
32,62,79,87,51,311.0,62.2,B,2.488,FAIL
35,13,15,64,83,210.0,42.0,C,1.68,FAIL
27,13,23,38,26,127.0,25.4,NG,1.016,FAIL
9,11,38,78,16,152.0,30.4,NG,1.216,FAIL
43,3,0,2,44,92.0,18.4,NG,0.736,FAIL
67,69,9,73,15,233.0,46.6,C,1.864,FAIL
77,46,42,59,5,229.0,45.8,C,1.832,FAIL
98,50,18,96,2,264.0,52.8,C+,2.112,FAIL
96,6,56,21,99,278.0,55.6,C+,2.224,FAIL
8,16,37,18,83,162.0,32.4,NG,1.296,FAIL
75,18,98,88,2,281.0,56.2,C+,2.248,FAIL
41,62,20,89,27,239.0,47.8,C,1.912,FAIL
37,97,50,35,57,276.0,55.2,C+,2.208,PASS
25,87,80,25,72,289.0,57.8,C+,2.312,FAIL
72,89,76,34,86,357.0,71.4,B+,2.856,FAIL
53,90,29,80,35,287.0,57.4,C+,2.296,FAIL
88,90,31,39,60,308.0,61.6,B,2.464,FAIL
27,15,78,23,26,169.0,33.8,NG,1.352,FAIL
53,63,77,93,45,331.0,66.2,B,2.648,PASS
74,49,31,74,0,228.0,45.6,C,1.824,FAIL
74,12,80,30,43,239.0,47.8,C,1.912,FAIL
40,95,53,34,74,296.0,59.2,C+,2.368,FAIL
61,70,31,48,75,285.0,57.0,C+,2.28,FAIL
44,73,54,57,14,242.0,48.4,C,1.936,FAIL
14,99,94,51,0,258.0,51.6,C+,2.064,FAIL
95,30,34,35,61,255.0,51.0,C+,2.04,FAIL
84,17,69,64,23,257.0,51.4,C+,2.056,FAIL
36,66,35,92,58,287.0,57.4,C+,2.296,PASS
31,47,86,2,39,205.0,41.0,C,1.64,FAIL
61,3,5,21,95,185.0,37.0,C,1.48,FAIL
87,47,18,86,37,275.0,55.0,C+,2.2,FAIL
21,91,50,34,80,276.0,55.2,C+,2.208,FAIL
52,22,35,52,79,240.0,48.0,C,1.92,FAIL
6,65,68,44,38,221.0,44.2,C,1.768,FAIL
0,6,31,12,33,82.0,16.4,NG,0.6560000000000001,FAIL
10,82,62,34,55,243.0,48.6,C,1.944,FAIL
43,52,6,56,26,183.0,36.6,C,1.464,FAIL
97,44,15,59,17,232.0,46.4,C,1.8560000000000003,FAIL
0,55,55,24,42,176.0,35.2,C,1.408,FAIL
47,88,85,62,19,301.0,60.2,B,2.408,FAIL
0,14,78,7,81,180.0,36.0,C,1.44,FAIL
76,19,29,58,70,252.0,50.4,C+,2.016,FAIL
80,21,76,24,78,279.0,55.8,C+,2.232,FAIL
15,29,44,39,99,226.0,45.2,C,1.808,FAIL
64,25,7,3,69,168.0,33.6,NG,1.344,FAIL
61,34,72,89,80,336.0,67.2,B,2.688,FAIL
0,33,76,58,6,173.0,34.6,NG,1.3839999999999997,FAIL
25,96,1,30,25,177.0,35.4,C,1.416,FAIL
86,32,26,42,40,226.0,45.2,C,1.808,FAIL
41,52,87,43,85,308.0,61.6,B,2.464,PASS
3,41,75,94,67,280.0,56.0,C+,2.24,FAIL
0,46,88,65,15,214.0,42.8,C,1.712,FAIL
33,66,51,81,28,259.0,51.8,C+,2.072,FAIL
85,86,95,56,83,405.0,81.0,A,3.24,PASS
40,72,25,51,1,189.0,37.8,C,1.5119999999999998,FAIL
73,80,55,25,10,243.0,48.6,C,1.944,FAIL
58,61,11,12,31,173.0,34.6,NG,1.3839999999999997,FAIL
95,51,43,1,34,224.0,44.8,C,1.7920000000000003,FAIL
44,67,11,77,75,274.0,54.8,C+,2.192,FAIL
62,55,38,55,29,239.0,47.8,C,1.912,FAIL
58,71,52,49,70,300.0,60.0,B,2.4,PASS
41,29,36,22,78,206.0,41.2,C,1.648,FAIL
57,39,8,2,16,122.0,24.4,NG,0.976,FAIL
87,39,6,92,80,304.0,60.8,B,2.432,FAIL
21,59,67,98,47,292.0,58.4,C+,2.336,FAIL
56,65,25,56,29,231.0,46.2,C,1.848,FAIL
98,17,59,39,6,219.0,43.8,C,1.7519999999999998,FAIL
2,73,71,4,48,198.0,39.6,C,1.584,FAIL
51,79,24,75,82,311.0,62.2,B,2.488,FAIL
5,69,44,31,45,194.0,38.8,C,1.5520000000000003,FAIL
62,73,81,38,53,307.0,61.4,B,2.456,PASS
32,54,52,73,90,301.0,60.2,B,2.408,FAIL
1,62,58,68,6,195.0,39.0,C,1.56,FAIL
48,62,31,23,84,248.0,49.6,C,1.984,FAIL
17,80,58,3,8,166.0,33.2,NG,1.328,FAIL
91,7,54,89,18,259.0,51.8,C+,2.072,FAIL
30,84,50,23,78,265.0,53.0,C+,2.12,FAIL
82,87,66,57,96,388.0,77.6,B+,3.1040000000000005,PASS
40,83,68,94,56,341.0,68.2,B,2.728,PASS
3,7,56,14,73,153.0,30.6,NG,1.224,FAIL
98,24,60,58,98,338.0,67.6,B,2.704,FAIL
52,21,41,57,9,180.0,36.0,C,1.44,FAIL
28,52,32,41,86,239.0,47.8,C,1.912,FAIL
39,4,82,30,37,192.0,38.4,C,1.536,FAIL
62,86,45,45,84,322.0,64.4,B,2.576,PASS
72,36,81,21,53,263.0,52.6,C+,2.104,FAIL
26,84,30,50,62,252.0,50.4,C+,2.016,FAIL
36,46,39,21,64,206.0,41.2,C,1.648,FAIL
18,69,79,9,55,230.0,46.0,C,1.84,FAIL
47,70,70,70,33,290.0,58.0,C+,2.32,FAIL
40,89,99,50,43,321.0,64.2,B,2.568,PASS
63,3,11,10,22,109.0,21.8,NG,0.872,FAIL
29,76,48,62,74,289.0,57.8,C+,2.312,FAIL
36,3,33,35,57,164.0,32.8,NG,1.3120000000000003,FAIL
4,33,52,24,95,208.0,41.6,C,1.6640000000000001,FAIL
54,83,77,96,8,318.0,63.6,B,2.544,FAIL
20,41,69,86,39,255.0,51.0,C+,2.04,FAIL
61,0,97,48,90,296.0,59.2,C+,2.368,FAIL
2,41,29,2,51,125.0,25.0,NG,1.0,FAIL
86,99,67,40,59,351.0,70.2,B+,2.8079999999999994,PASS
5,94,12,40,42,193.0,38.6,C,1.544,FAIL
68,2,46,92,78,286.0,57.2,C+,2.288,FAIL
21,39,91,35,92,278.0,55.6,C+,2.224,FAIL
37,6,41,74,32,190.0,38.0,C,1.52,FAIL
64,5,57,52,56,234.0,46.8,C,1.872,FAIL
31,19,25,36,51,162.0,32.4,NG,1.296,FAIL
40,89,89,17,62,297.0,59.4,C+,2.376,FAIL
56,7,6,29,51,149.0,29.8,NG,1.192,FAIL
34,82,10,97,69,292.0,58.4,C+,2.336,FAIL
26,19,85,18,52,200.0,40.0,C,1.6,FAIL
60,64,96,40,31,291.0,58.2,C+,2.328,FAIL
32,52,24,55,23,186.0,37.2,C,1.4880000000000002,FAIL
74,16,42,56,50,238.0,47.6,C,1.9039999999999997,FAIL
48,50,62,7,58,225.0,45.0,C,1.8,FAIL
57,51,11,26,8,153.0,30.6,NG,1.224,FAIL
53,7,67,92,65,284.0,56.8,C+,2.272,FAIL
72,15,35,54,3,179.0,35.8,C,1.432,FAIL
29,30,17,91,8,175.0,35.0,C,1.4,FAIL
72,39,12,22,54,199.0,39.8,C,1.592,FAIL
30,65,53,7,60,215.0,43.0,C,1.72,FAIL
44,12,89,29,92,266.0,53.2,C+,2.128,FAIL
44,3,57,30,27,161.0,32.2,NG,1.288,FAIL
95,19,39,3,34,190.0,38.0,C,1.52,FAIL
68,36,95,50,51,300.0,60.0,B,2.4,PASS
99,24,22,19,52,216.0,43.2,C,1.7280000000000002,FAIL
99,7,68,78,53,305.0,61.0,B,2.44,FAIL
63,12,7,62,55,199.0,39.8,C,1.592,FAIL
12,32,10,92,1,147.0,29.4,NG,1.176,FAIL
59,10,40,44,89,242.0,48.4,C,1.936,FAIL
41,25,76,75,86,303.0,60.6,B,2.424,FAIL
98,67,45,25,69,304.0,60.8,B,2.432,FAIL
85,19,17,62,29,212.0,42.4,C,1.696,FAIL
20,60,47,76,68,271.0,54.2,C+,2.168,FAIL
54,80,13,29,29,205.0,41.0,C,1.64,FAIL
55,60,98,62,34,309.0,61.8,B,2.472,FAIL
3,21,61,69,4,158.0,31.6,NG,1.264,FAIL
94,79,0,64,3,240.0,48.0,C,1.92,FAIL
59,16,88,62,69,294.0,58.8,C+,2.352,FAIL
32,9,22,58,36,157.0,31.4,NG,1.256,FAIL
79,82,88,20,92,361.0,72.2,B+,2.888,FAIL
97,21,67,62,20,267.0,53.4,C+,2.136,FAIL
90,98,82,89,5,364.0,72.8,B+,2.912,FAIL
54,66,50,4,57,231.0,46.2,C,1.848,FAIL
2,35,48,82,19,186.0,37.2,C,1.4880000000000002,FAIL
49,55,25,14,26,169.0,33.8,NG,1.352,FAIL
24,24,95,4,42,189.0,37.8,C,1.5119999999999998,FAIL
32,36,27,92,97,284.0,56.8,C+,2.272,FAIL
75,96,93,53,48,365.0,73.0,B+,2.92,PASS
85,33,3,84,66,271.0,54.2,C+,2.168,FAIL
82,94,12,77,5,270.0,54.0,C+,2.16,FAIL
70,30,87,90,6,283.0,56.6,C+,2.264,FAIL
59,93,45,67,3,267.0,53.4,C+,2.136,FAIL
65,78,54,30,77,304.0,60.8,B,2.432,FAIL
1,45,71,26,40,183.0,36.6,C,1.464,FAIL
24,74,53,42,72,265.0,53.0,C+,2.12,FAIL
77,56,17,4,63,217.0,43.4,C,1.736,FAIL
88,34,60,63,7,252.0,50.4,C+,2.016,FAIL
55,96,68,84,67,370.0,74.0,B+,2.96,PASS
8,96,56,98,11,269.0,53.8,C+,2.152,FAIL
0,49,17,55,71,192.0,38.4,C,1.536,FAIL
66,86,45,46,52,295.0,59.0,C+,2.36,PASS
56,85,52,44,61,298.0,59.6,C+,2.384,PASS
69,77,34,46,84,310.0,62.0,B,2.48,FAIL
75,5,92,37,35,244.0,48.8,C,1.952,FAIL
75,76,54,71,81,357.0,71.4,B+,2.856,PASS
9,82,57,8,4,160.0,32.0,NG,1.28,FAIL
39,95,80,52,46,312.0,62.4,B,2.496,PASS
40,86,61,74,91,352.0,70.4,B+,2.816,PASS
85,31,42,44,30,232.0,46.4,C,1.8560000000000003,FAIL
15,16,23,93,95,242.0,48.4,C,1.936,FAIL
85,33,44,21,68,251.0,50.2,C+,2.008,FAIL
78,13,19,90,70,270.0,54.0,C+,2.16,FAIL
2,29,94,35,72,232.0,46.4,C,1.8560000000000003,FAIL
92,54,87,12,49,294.0,58.8,C+,2.352,FAIL
48,72,95,71,18,304.0,60.8,B,2.432,FAIL
24,55,79,70,75,303.0,60.6,B,2.424,FAIL
70,42,77,80,26,295.0,59.0,C+,2.36,FAIL
63,43,77,20,86,289.0,57.8,C+,2.312,FAIL
97,20,46,39,66,268.0,53.6,C+,2.144,FAIL
97,90,31,28,52,298.0,59.6,C+,2.384,FAIL
11,41,1,93,83,229.0,45.8,C,1.832,FAIL
9,15,28,38,21,111.0,22.2,NG,0.888,FAIL
15,41,40,31,13,140.0,28.0,NG,1.12,FAIL
17,78,7,24,28,154.0,30.8,NG,1.232,FAIL
76,89,18,89,96,368.0,73.6,B+,2.944,FAIL
67,64,4,81,77,293.0,58.6,C+,2.344,FAIL
49,25,29,14,29,146.0,29.2,NG,1.168,FAIL
47,37,20,59,66,229.0,45.8,C,1.832,FAIL
75,30,52,19,21,197.0,39.4,C,1.5759999999999998,FAIL
25,46,20,39,31,161.0,32.2,NG,1.288,FAIL
20,72,52,13,20,177.0,35.4,C,1.416,FAIL
72,21,70,76,71,310.0,62.0,B,2.48,FAIL
64,21,0,28,68,181.0,36.2,C,1.4479999999999997,FAIL
94,57,89,89,46,375.0,75.0,B+,3.0,PASS
99,93,81,1,68,342.0,68.4,B,2.736,FAIL
72,98,53,79,98,400.0,80.0,A,3.2,PASS
47,67,22,96,80,312.0,62.4,B,2.496,FAIL
69,49,97,66,55,336.0,67.2,B,2.688,PASS
85,14,28,82,82,291.0,58.2,C+,2.328,FAIL
14,64,38,37,66,219.0,43.8,C,1.7519999999999998,FAIL
73,7,79,34,4,197.0,39.4,C,1.5759999999999998,FAIL
16,21,77,23,75,212.0,42.4,C,1.696,FAIL
35,68,61,28,40,232.0,46.4,C,1.8560000000000003,FAIL
50,38,56,64,82,290.0,58.0,C+,2.32,PASS
19,24,79,70,95,287.0,57.4,C+,2.296,FAIL
85,59,95,87,65,391.0,78.2,B+,3.128,PASS
62,11,58,33,20,184.0,36.8,C,1.472,FAIL
87,36,58,41,46,268.0,53.6,C+,2.144,PASS
4,30,70,81,69,254.0,50.8,C+,2.032,FAIL
18,11,91,47,56,223.0,44.6,C,1.784,FAIL
47,4,1,61,38,151.0,30.2,NG,1.208,FAIL
2,38,75,46,15,176.0,35.2,C,1.408,FAIL
91,35,17,80,17,240.0,48.0,C,1.92,FAIL
42,97,97,99,41,376.0,75.2,B+,3.008,PASS
92,59,34,6,0,191.0,38.2,C,1.528,FAIL
62,34,79,93,42,310.0,62.0,B,2.48,FAIL
16,17,40,34,35,142.0,28.4,NG,1.136,FAIL
0,14,29,8,10,61.0,12.2,NG,0.488,FAIL
73,0,49,13,19,154.0,30.8,NG,1.232,FAIL
8,15,96,40,60,219.0,43.8,C,1.7519999999999998,FAIL
32,7,71,13,98,221.0,44.2,C,1.768,FAIL
70,95,96,86,85,432.0,86.4,A,3.4560000000000004,PASS
7,36,49,13,11,116.0,23.2,NG,0.9280000000000002,FAIL
97,37,52,13,7,206.0,41.2,C,1.648,FAIL
36,11,5,24,84,160.0,32.0,NG,1.28,FAIL
24,89,37,70,46,266.0,53.2,C+,2.128,FAIL
30,58,58,17,3,166.0,33.2,NG,1.328,FAIL
38,45,37,90,7,217.0,43.4,C,1.736,FAIL
61,76,48,93,81,359.0,71.8,B+,2.872,PASS
13,61,60,37,74,245.0,49.0,C,1.96,FAIL
17,49,50,14,36,166.0,33.2,NG,1.328,FAIL
2,47,54,41,94,238.0,47.6,C,1.9039999999999997,FAIL
64,73,88,10,78,313.0,62.6,B,2.504,FAIL
2,7,36,33,8,86.0,17.2,NG,0.688,FAIL
41,3,28,7,28,107.0,21.4,NG,0.856,FAIL
23,50,86,76,64,299.0,59.8,C+,2.392,FAIL
74,61,56,83,23,297.0,59.4,C+,2.376,FAIL
19,46,75,70,86,296.0,59.2,C+,2.368,FAIL
58,20,44,22,30,174.0,34.8,NG,1.392,FAIL
26,64,52,16,48,206.0,41.2,C,1.648,FAIL
5,83,53,8,77,226.0,45.2,C,1.808,FAIL
47,41,64,57,80,289.0,57.8,C+,2.312,PASS
0,52,19,35,34,140.0,28.0,NG,1.12,FAIL
85,87,74,85,0,331.0,66.2,B,2.648,FAIL
57,26,4,13,47,147.0,29.4,NG,1.176,FAIL
60,57,35,79,47,278.0,55.6,C+,2.224,PASS
44,29,39,22,50,184.0,36.8,C,1.472,FAIL
45,47,78,75,48,293.0,58.6,C+,2.344,PASS
95,71,27,51,92,336.0,67.2,B,2.688,FAIL
68,0,18,61,65,212.0,42.4,C,1.696,FAIL
47,66,35,14,3,165.0,33.0,NG,1.32,FAIL
64,86,65,54,14,283.0,56.6,C+,2.264,FAIL
79,56,46,37,82,300.0,60.0,B,2.4,PASS
87,53,97,95,77,409.0,81.8,A,3.272,PASS
76,65,73,81,68,363.0,72.6,B+,2.904,PASS
23,3,30,0,14,70.0,14.0,NG,0.56,FAIL
84,45,55,20,40,244.0,48.8,C,1.952,FAIL
22,90,81,94,34,321.0,64.2,B,2.568,FAIL
6,36,5,18,80,145.0,29.0,NG,1.16,FAIL
32,40,89,36,81,278.0,55.6,C+,2.224,FAIL
83,59,16,46,34,238.0,47.6,C,1.9039999999999997,FAIL
10,74,8,15,34,141.0,28.2,NG,1.128,FAIL
42,28,54,21,4,149.0,29.8,NG,1.192,FAIL
60,27,46,23,83,239.0,47.8,C,1.912,FAIL
96,16,82,80,80,354.0,70.8,B+,2.832,FAIL
29,42,49,58,45,223.0,44.6,C,1.784,FAIL
46,12,29,26,30,143.0,28.6,NG,1.144,FAIL
15,22,1,15,34,87.0,17.4,NG,0.696,FAIL
75,31,2,17,57,182.0,36.4,C,1.456,FAIL
