Physics,Chemistry,Math,Computer,Average Marks,Total Marks,Percentages %,Grades,Final Results
78,88,13,86,66.25,265.0,66.25,B,FAIL
51,8,44,29,33.0,132.0,33.0,NG,FAIL
52,50,79,60,60.25,241.0,60.25,B,PASS
63,55,93,94,76.25,305.0,76.25,B+,PASS
42,99,16,46,50.75,203.0,50.75,C+,FAIL
56,86,50,53,61.25,245.0,61.25,B,PASS
58,80,23,93,63.5,254.0,63.5,B,FAIL
52,30,86,11,44.75,179.0,44.75,C,FAIL
78,61,14,35,47.0,188.0,47.0,C,FAIL
5,19,65,78,41.75,167.0,41.75,C,FAIL
92,20,74,78,66.0,264.0,66.0,B,FAIL
31,7,55,12,26.25,105.0,26.25,NG,FAIL
50,96,51,27,56.0,224.0,56.0,C+,FAIL
7,86,35,19,36.75,147.0,36.75,C,FAIL
19,9,40,78,36.5,146.0,36.5,C,FAIL
15,79,19,32,36.25,145.0,36.25,C,FAIL
60,75,36,96,66.75,267.0,66.75,B,PASS
64,22,75,71,58.0,232.0,58.0,C+,FAIL
87,76,85,20,67.0,268.0,67.0,B,FAIL
84,63,75,32,63.5,254.0,63.5,B,FAIL
28,50,76,43,49.25,197.0,49.25,C,FAIL
7,68,31,9,28.75,115.0,28.75,NG,FAIL
71,75,13,63,55.5,222.0,55.5,C+,FAIL
53,66,17,64,50.0,200.0,50.0,C+,FAIL
70,6,44,41,40.25,161.0,40.25,C,FAIL
46,79,74,8,51.75,207.0,51.75,C+,FAIL
48,3,80,77,52.0,208.0,52.0,C+,FAIL
21,53,14,65,38.25,153.0,38.25,C,FAIL
15,38,56,68,44.25,177.0,44.25,C,FAIL
89,73,19,67,62.0,248.0,62.0,B,FAIL
76,65,15,84,60.0,240.0,60.0,B,FAIL
40,2,43,48,33.25,133.0,33.25,NG,FAIL
91,47,22,53,53.25,213.0,53.25,C+,FAIL
28,31,41,36,34.0,136.0,34.0,NG,FAIL
84,32,46,86,62.0,248.0,62.0,B,FAIL
4,83,80,72,59.75,239.0,59.75,C+,FAIL
99,93,56,5,63.25,253.0,63.25,B,FAIL
94,23,7,66,47.5,190.0,47.5,C,FAIL
28,28,65,68,47.25,189.0,47.25,C,FAIL
47,58,78,81,66.0,264.0,66.0,B,PASS
43,34,58,60,48.75,195.0,48.75,C,FAIL
57,28,91,75,62.75,251.0,62.75,B,FAIL
57,37,35,83,53.0,212.0,53.0,C+,PASS
73,75,30,23,50.25,201.0,50.25,C+,FAIL
97,65,34,66,65.5,262.0,65.5,B,FAIL
74,94,20,46,58.5,234.0,58.5,C+,FAIL
85,15,74,2,44.0,176.0,44.0,C,FAIL
37,96,1,36,42.5,170.0,42.5,C,FAIL
68,12,17,65,40.5,162.0,40.5,C,FAIL
39,83,86,23,57.75,231.0,57.75,C+,FAIL
89,81,55,86,77.75,311.0,77.75,B+,PASS
16,4,62,30,28.0,112.0,28.0,NG,FAIL
49,57,43,7,39.0,156.0,39.0,C,FAIL
83,40,33,39,48.75,195.0,48.75,C,FAIL
18,88,99,44,62.25,249.0,62.25,B,FAIL
18,39,54,18,32.25,129.0,32.25,NG,FAIL
18,48,0,74,35.0,140.0,35.0,C,FAIL
74,32,54,11,42.75,171.0,42.75,C,FAIL
40,1,0,89,32.5,130.0,32.5,NG,FAIL
46,10,57,16,32.25,129.0,32.25,NG,FAIL
6,36,15,63,30.0,120.0,30.0,NG,FAIL
12,5,80,59,39.0,156.0,39.0,C,FAIL
90,81,18,48,59.25,237.0,59.25,C+,FAIL
91,54,19,77,60.25,241.0,60.25,B,FAIL
32,28,28,75,40.75,163.0,40.75,C,FAIL
73,73,74,48,67.0,268.0,67.0,B,PASS
1,88,19,73,45.25,181.0,45.25,C,FAIL
65,72,59,91,71.75,287.0,71.75,B+,PASS
44,83,83,97,76.75,307.0,76.75,B+,PASS
6,71,71,57,51.25,205.0,51.25,C+,FAIL
26,80,40,64,52.5,210.0,52.5,C+,FAIL
84,78,34,26,55.5,222.0,55.5,C+,FAIL
54,76,60,62,63.0,252.0,63.0,B,PASS
33,40,47,32,38.0,152.0,38.0,C,FAIL
87,91,54,84,79.0,316.0,79.0,B+,PASS
47,22,89,49,51.75,207.0,51.75,C+,FAIL
70,63,72,87,73.0,292.0,73.0,B+,PASS
10,37,70,87,51.0,204.0,51.0,C+,FAIL
77,55,90,52,68.5,274.0,68.5,B,PASS
85,89,23,88,71.25,285.0,71.25,B+,FAIL
83,82,42,64,67.75,271.0,67.75,B,PASS
71,44,74,12,50.25,201.0,50.25,C+,FAIL
82,82,21,46,57.75,231.0,57.75,C+,FAIL
50,86,16,83,58.75,235.0,58.75,C+,FAIL
38,59,80,55,58.0,232.0,58.0,C+,PASS
54,21,67,68,52.5,210.0,52.5,C+,FAIL
48,2,83,90,55.75,223.0,55.75,C+,FAIL
97,91,38,38,66.0,264.0,66.0,B,PASS
98,50,60,18,56.5,226.0,56.5,C+,FAIL
55,56,95,84,72.5,290.0,72.5,B+,PASS
42,75,11,16,36.0,144.0,36.0,C,FAIL
47,19,12,72,37.5,150.0,37.5,C,FAIL
48,30,71,36,46.25,185.0,46.25,C,FAIL
71,75,10,17,43.25,173.0,43.25,C,FAIL
46,27,16,50,34.75,139.0,34.75,NG,FAIL
66,77,2,79,56.0,224.0,56.0,C+,FAIL
10,15,1,55,20.25,81.0,20.25,NG,FAIL
87,41,66,87,70.25,281.0,70.25,B+,PASS
55,96,13,77,60.25,241.0,60.25,B,FAIL
5,11,67,88,42.75,171.0,42.75,C,FAIL
89,49,0,49,46.75,187.0,46.75,C,FAIL
96,94,2,19,52.75,211.0,52.75,C+,FAIL
7,90,92,10,49.75,199.0,49.75,C,FAIL
31,44,36,45,39.0,156.0,39.0,C,FAIL
90,96,77,21,71.0,284.0,71.0,B+,FAIL
74,62,20,72,57.0,228.0,57.0,C+,FAIL
58,41,59,46,51.0,204.0,51.0,C+,PASS
70,33,98,10,52.75,211.0,52.75,C+,FAIL
9,55,40,87,47.75,191.0,47.75,C,FAIL
27,19,13,2,15.25,61.0,15.25,NG,FAIL
49,31,74,4,39.5,158.0,39.5,C,FAIL
2,81,16,20,29.75,119.0,29.75,NG,FAIL
1,71,21,2,23.75,95.0,23.75,NG,FAIL
7,12,29,0,12.0,48.0,12.0,NG,FAIL
39,35,60,43,44.25,177.0,44.25,C,PASS
23,58,79,67,56.75,227.0,56.75,C+,FAIL
51,70,84,87,73.0,292.0,73.0,B+,PASS
40,20,70,87,54.25,217.0,54.25,C+,FAIL
90,76,25,9,50.0,200.0,50.0,C+,FAIL
81,23,43,58,51.25,205.0,51.25,C+,FAIL
31,37,34,81,45.75,183.0,45.75,C,FAIL
6,5,72,54,34.25,137.0,34.25,NG,FAIL
95,29,22,18,41.0,164.0,41.0,C,FAIL
21,31,81,58,47.75,191.0,47.75,C,FAIL
57,64,26,73,55.0,220.0,55.0,C+,FAIL
22,5,36,17,20.0,80.0,20.0,NG,FAIL
78,30,93,31,58.0,232.0,58.0,C+,FAIL
67,99,27,89,70.5,282.0,70.5,B+,FAIL
88,69,24,73,63.5,254.0,63.5,B,FAIL
47,32,50,34,40.75,163.0,40.75,C,FAIL
9,44,64,7,31.0,124.0,31.0,NG,FAIL
13,27,56,87,45.75,183.0,45.75,C,FAIL
58,15,99,72,61.0,244.0,61.0,B,FAIL
90,60,19,49,54.5,218.0,54.5,C+,FAIL
70,80,52,73,68.75,275.0,68.75,B,PASS
57,84,51,72,66.0,264.0,66.0,B,PASS
33,3,87,92,53.75,215.0,53.75,C+,FAIL
38,72,30,58,49.5,198.0,49.5,C,FAIL
48,77,69,32,56.5,226.0,56.5,C+,FAIL
26,34,59,10,32.25,129.0,32.25,NG,FAIL
18,48,85,24,43.75,175.0,43.75,C,FAIL
61,9,94,77,60.25,241.0,60.25,B,FAIL
18,52,13,7,22.5,90.0,22.5,NG,FAIL
35,37,97,0,42.25,169.0,42.25,C,FAIL
16,15,67,89,46.75,187.0,46.75,C,FAIL
36,7,71,23,34.25,137.0,34.25,NG,FAIL
68,77,50,94,72.25,289.0,72.25,B+,PASS
63,94,94,88,84.75,339.0,84.75,A,PASS
59,47,84,45,58.75,235.0,58.75,C+,PASS
14,67,21,0,25.5,102.0,25.5,NG,FAIL
80,39,3,0,30.5,122.0,30.5,NG,FAIL
89,80,46,0,53.75,215.0,53.75,C+,FAIL
20,66,28,35,37.25,149.0,37.25,C,FAIL
47,97,47,2,48.25,193.0,48.25,C,FAIL
56,87,26,42,52.75,211.0,52.75,C+,FAIL
50,62,76,45,58.25,233.0,58.25,C+,PASS
10,56,60,17,35.75,143.0,35.75,C,FAIL
84,76,70,18,62.0,248.0,62.0,B,FAIL
30,34,0,91,38.75,155.0,38.75,C,FAIL
71,30,96,22,54.75,219.0,54.75,C+,FAIL
65,33,35,83,54.0,216.0,54.0,C+,FAIL
78,28,16,27,37.25,149.0,37.25,C,FAIL
0,61,6,5,18.0,72.0,18.0,NG,FAIL
38,74,16,29,39.25,157.0,39.25,C,FAIL
44,29,97,18,47.0,188.0,47.0,C,FAIL
30,36,60,2,32.0,128.0,32.0,NG,FAIL
43,33,60,58,48.5,194.0,48.5,C,FAIL
34,34,16,91,43.75,175.0,43.75,C,FAIL
13,8,27,74,30.5,122.0,30.5,NG,FAIL
20,44,88,92,61.0,244.0,61.0,B,FAIL
72,31,94,91,72.0,288.0,72.0,B+,FAIL
98,45,51,31,56.25,225.0,56.25,C+,FAIL
98,0,96,85,69.75,279.0,69.75,B,FAIL
37,55,8,13,28.25,113.0,28.25,NG,FAIL
11,6,54,73,36.0,144.0,36.0,C,FAIL
88,8,18,68,45.5,182.0,45.5,C,FAIL
93,62,86,42,70.75,283.0,70.75,B+,PASS
94,76,0,52,55.5,222.0,55.5,C+,FAIL
67,64,43,80,63.5,254.0,63.5,B,PASS
85,52,56,71,66.0,264.0,66.0,B,PASS
43,29,98,26,49.0,196.0,49.0,C,FAIL
12,1,10,63,21.5,86.0,21.5,NG,FAIL
61,14,0,71,36.5,146.0,36.5,C,FAIL
79,40,91,48,64.5,258.0,64.5,B,PASS
41,41,6,25,28.25,113.0,28.25,NG,FAIL
49,28,24,15,29.0,116.0,29.0,NG,FAIL
71,48,65,99,70.75,283.0,70.75,B+,PASS
90,55,63,11,54.75,219.0,54.75,C+,FAIL
22,84,23,9,34.5,138.0,34.5,NG,FAIL
94,32,12,28,41.5,166.0,41.5,C,FAIL
67,17,34,88,51.5,206.0,51.5,C+,FAIL
74,4,85,79,60.5,242.0,60.5,B,FAIL
98,49,70,12,57.25,229.0,57.25,C+,FAIL
58,59,7,47,42.75,171.0,42.75,C,FAIL
69,53,65,96,70.75,283.0,70.75,B+,PASS
60,28,16,8,28.0,112.0,28.0,NG,FAIL
75,3,51,78,51.75,207.0,51.75,C+,FAIL
0,61,42,73,44.0,176.0,44.0,C,FAIL
12,85,9,78,46.0,184.0,46.0,C,FAIL
94,64,38,63,64.75,259.0,64.75,B,PASS
84,6,64,77,57.75,231.0,57.75,C+,FAIL
91,24,90,18,55.75,223.0,55.75,C+,FAIL
63,77,39,6,46.25,185.0,46.25,C,FAIL
65,36,30,11,35.5,142.0,35.5,C,FAIL
77,97,9,21,51.0,204.0,51.0,C+,FAIL
81,64,39,17,50.25,201.0,50.25,C+,FAIL
95,15,72,23,51.25,205.0,51.25,C+,FAIL
56,48,95,37,59.0,236.0,59.0,C+,PASS
27,66,92,93,69.5,278.0,69.5,B,FAIL
87,8,37,30,40.5,162.0,40.5,C,FAIL
47,77,8,41,43.25,173.0,43.25,C,FAIL
53,36,73,1,40.75,163.0,40.75,C,FAIL
77,93,0,68,59.5,238.0,59.5,C+,FAIL
45,72,65,46,57.0,228.0,57.0,C+,PASS
57,31,68,80,59.0,236.0,59.0,C+,FAIL
74,64,66,4,52.0,208.0,52.0,C+,FAIL
52,26,19,43,35.0,140.0,35.0,C,FAIL
6,86,25,62,44.75,179.0,44.75,C,FAIL
61,67,20,86,58.5,234.0,58.5,C+,FAIL
69,99,35,61,66.0,264.0,66.0,B,PASS
22,80,76,81,64.75,259.0,64.75,B,FAIL
76,18,71,48,53.25,213.0,53.25,C+,FAIL
57,38,33,10,34.5,138.0,34.5,NG,FAIL
96,96,82,47,80.25,321.0,80.25,A,PASS
59,28,0,0,21.75,87.0,21.75,NG,FAIL
34,36,27,32,32.25,129.0,32.25,NG,FAIL
3,81,18,45,36.75,147.0,36.75,C,FAIL
34,11,34,92,42.75,171.0,42.75,C,FAIL
57,20,12,67,39.0,156.0,39.0,C,FAIL
87,52,85,70,73.5,294.0,73.5,B+,PASS
88,82,76,51,74.25,297.0,74.25,B+,PASS
58,36,75,85,63.5,254.0,63.5,B,PASS
96,19,32,14,40.25,161.0,40.25,C,FAIL
79,23,47,45,48.5,194.0,48.5,C,FAIL
67,49,67,91,68.5,274.0,68.5,B,PASS
87,1,65,16,42.25,169.0,42.25,C,FAIL
69,93,22,88,68.0,272.0,68.0,B,FAIL
1,93,86,96,69.0,276.0,69.0,B,FAIL
88,94,82,15,69.75,279.0,69.75,B,FAIL
16,43,75,72,51.5,206.0,51.5,C+,FAIL
0,76,16,78,42.5,170.0,42.5,C,FAIL
50,82,19,13,41.0,164.0,41.0,C,FAIL
95,83,24,98,75.0,300.0,75.0,B+,FAIL
2,90,20,68,45.0,180.0,45.0,C,FAIL
80,83,35,70,67.0,268.0,67.0,B,PASS
87,44,98,90,79.75,319.0,79.75,B+,PASS
65,35,48,26,43.5,174.0,43.5,C,FAIL
61,72,76,24,58.25,233.0,58.25,C+,FAIL
38,53,55,75,55.25,221.0,55.25,C+,PASS
62,33,6,18,29.75,119.0,29.75,NG,FAIL
19,31,82,42,43.5,174.0,43.5,C,FAIL
68,23,11,40,35.5,142.0,35.5,C,FAIL
48,86,59,97,72.5,290.0,72.5,B+,PASS
49,61,47,19,44.0,176.0,44.0,C,FAIL
53,30,54,60,49.25,197.0,49.25,C,FAIL
46,94,22,53,53.75,215.0,53.75,C+,FAIL
21,42,22,12,24.25,97.0,24.25,NG,FAIL
69,97,28,22,54.0,216.0,54.0,C+,FAIL
93,30,72,69,66.0,264.0,66.0,B,FAIL
80,37,56,9,45.5,182.0,45.5,C,FAIL
16,32,97,9,38.5,154.0,38.5,C,FAIL
50,32,14,43,34.75,139.0,34.75,NG,FAIL
5,31,86,23,36.25,145.0,36.25,C,FAIL
99,28,54,52,58.25,233.0,58.25,C+,FAIL
19,43,79,34,43.75,175.0,43.75,C,FAIL
61,34,2,6,25.75,103.0,25.75,NG,FAIL
56,1,38,98,48.25,193.0,48.25,C,FAIL
0,10,2,84,24.0,96.0,24.0,NG,FAIL
80,45,24,95,61.0,244.0,61.0,B,FAIL
75,55,40,93,65.75,263.0,65.75,B,PASS
80,68,85,86,79.75,319.0,79.75,B+,PASS
3,33,12,37,21.25,85.0,21.25,NG,FAIL
28,46,21,59,38.5,154.0,38.5,C,FAIL
73,91,99,17,70.0,280.0,70.0,B+,FAIL
27,13,77,38,38.75,155.0,38.75,C,FAIL
63,74,37,64,59.5,238.0,59.5,C+,PASS
42,7,0,43,23.0,92.0,23.0,NG,FAIL
70,66,28,49,53.25,213.0,53.25,C+,FAIL
99,85,43,87,78.5,314.0,78.5,B+,PASS
58,6,97,87,62.0,248.0,62.0,B,FAIL
3,40,43,18,26.0,104.0,26.0,NG,FAIL
96,12,42,16,41.5,166.0,41.5,C,FAIL
15,0,71,35,30.25,121.0,30.25,NG,FAIL
81,64,11,49,51.25,205.0,51.25,C+,FAIL
96,7,95,50,62.0,248.0,62.0,B,FAIL
12,11,52,72,36.75,147.0,36.75,C,FAIL
87,1,82,41,52.75,211.0,52.75,C+,FAIL
87,10,31,0,32.0,128.0,32.0,NG,FAIL
52,48,63,85,62.0,248.0,62.0,B,PASS
1,2,65,0,17.0,68.0,17.0,NG,FAIL
5,11,58,6,20.0,80.0,20.0,NG,FAIL
63,98,2,85,62.0,248.0,62.0,B,FAIL
70,23,23,18,33.5,134.0,33.5,NG,FAIL
32,10,46,30,29.5,118.0,29.5,NG,FAIL
57,87,42,35,55.25,221.0,55.25,C+,PASS
37,64,51,12,41.0,164.0,41.0,C,FAIL
64,22,25,1,28.0,112.0,28.0,NG,FAIL
19,54,25,19,29.25,117.0,29.25,NG,FAIL
8,81,40,62,47.75,191.0,47.75,C,FAIL
64,61,96,62,70.75,283.0,70.75,B+,PASS
99,88,22,17,56.5,226.0,56.5,C+,FAIL
71,59,94,79,75.75,303.0,75.75,B+,PASS
69,10,3,7,22.25,89.0,22.25,NG,FAIL
54,64,62,3,45.75,183.0,45.75,C,FAIL
73,52,79,46,62.5,250.0,62.5,B,PASS
3,40,44,87,43.5,174.0,43.5,C,FAIL
24,89,10,93,54.0,216.0,54.0,C+,FAIL
22,46,25,83,44.0,176.0,44.0,C,FAIL
42,55,89,36,55.5,222.0,55.5,C+,PASS
82,90,77,89,84.5,338.0,84.5,A,PASS
75,11,3,71,40.0,160.0,40.0,C,FAIL
69,79,37,60,61.25,245.0,61.25,B,PASS
74,94,10,44,55.5,222.0,55.5,C+,FAIL
3,65,0,72,35.0,140.0,35.0,C,FAIL
76,13,96,98,70.75,283.0,70.75,B+,FAIL
56,86,55,3,50.0,200.0,50.0,C+,FAIL
92,23,51,89,63.75,255.0,63.75,B,FAIL
23,69,90,33,53.75,215.0,53.75,C+,FAIL
19,37,49,64,42.25,169.0,42.25,C,FAIL
90,53,20,30,48.25,193.0,48.25,C,FAIL
3,80,74,58,53.75,215.0,53.75,C+,FAIL
60,64,96,97,79.25,317.0,79.25,B+,PASS
18,13,76,70,44.25,177.0,44.25,C,FAIL
33,9,79,46,41.75,167.0,41.75,C,FAIL
41,67,31,76,53.75,215.0,53.75,C+,FAIL
17,91,8,46,40.5,162.0,40.5,C,FAIL
66,63,68,31,57.0,228.0,57.0,C+,FAIL
28,20,74,66,47.0,188.0,47.0,C,FAIL
67,25,9,32,33.25,133.0,33.25,NG,FAIL
49,10,52,7,29.5,118.0,29.5,NG,FAIL
42,5,42,57,36.5,146.0,36.5,C,FAIL
60,92,16,71,59.75,239.0,59.75,C+,FAIL
94,68,12,56,57.5,230.0,57.5,C+,FAIL
60,13,39,63,43.75,175.0,43.75,C,FAIL
29,9,83,9,32.5,130.0,32.5,NG,FAIL
74,57,88,15,58.5,234.0,58.5,C+,FAIL
89,75,31,43,59.5,238.0,59.5,C+,FAIL
8,8,60,31,26.75,107.0,26.75,NG,FAIL
28,37,94,44,50.75,203.0,50.75,C+,FAIL
69,9,30,75,45.75,183.0,45.75,C,FAIL
80,34,13,95,55.5,222.0,55.5,C+,FAIL
0,41,39,91,42.75,171.0,42.75,C,FAIL
74,12,79,73,59.5,238.0,59.5,C+,FAIL
52,80,26,77,58.75,235.0,58.75,C+,FAIL
46,37,72,80,58.75,235.0,58.75,C+,PASS
82,96,95,34,76.75,307.0,76.75,B+,FAIL
22,1,70,87,45.0,180.0,45.0,C,FAIL
36,30,50,96,53.0,212.0,53.0,C+,FAIL
47,21,36,80,46.0,184.0,46.0,C,FAIL
56,41,7,14,29.5,118.0,29.5,NG,FAIL
72,43,32,90,59.25,237.0,59.25,C+,FAIL
57,46,1,60,41.0,164.0,41.0,C,FAIL
96,66,59,82,75.75,303.0,75.75,B+,PASS
70,2,43,53,42.0,168.0,42.0,C,FAIL
38,48,68,57,52.75,211.0,52.75,C+,PASS
38,52,36,86,53.0,212.0,53.0,C+,PASS
94,17,59,76,61.5,246.0,61.5,B,FAIL
96,61,47,60,66.0,264.0,66.0,B,PASS
34,70,60,89,63.25,253.0,63.25,B,FAIL
19,84,14,76,48.25,193.0,48.25,C,FAIL
20,80,4,7,27.75,111.0,27.75,NG,FAIL
29,85,3,18,33.75,135.0,33.75,NG,FAIL
16,62,39,3,30.0,120.0,30.0,NG,FAIL
44,18,53,91,51.5,206.0,51.5,C+,FAIL
78,74,98,91,85.25,341.0,85.25,A,PASS
10,64,11,88,43.25,173.0,43.25,C,FAIL
40,42,3,98,45.75,183.0,45.75,C,FAIL
0,55,93,28,44.0,176.0,44.0,C,FAIL
65,90,35,65,63.75,255.0,63.75,B,PASS
93,19,31,14,39.25,157.0,39.25,C,FAIL
0,17,77,39,33.25,133.0,33.25,NG,FAIL
10,6,15,10,10.25,41.0,10.25,NG,FAIL
98,88,72,72,82.5,330.0,82.5,A,PASS
98,19,7,31,38.75,155.0,38.75,C,FAIL
8,50,35,8,25.25,101.0,25.25,NG,FAIL
22,22,18,57,29.75,119.0,29.75,NG,FAIL
60,86,43,4,48.25,193.0,48.25,C,FAIL
13,56,9,8,21.5,86.0,21.5,NG,FAIL
58,83,62,33,59.0,236.0,59.0,C+,FAIL
30,68,67,80,61.25,245.0,61.25,B,FAIL
42,69,19,83,53.25,213.0,53.25,C+,FAIL
59,97,11,1,42.0,168.0,42.0,C,FAIL
36,88,35,76,58.75,235.0,58.75,C+,PASS
0,55,16,91,40.5,162.0,40.5,C,FAIL
45,59,66,72,60.5,242.0,60.5,B,PASS
81,85,44,72,70.5,282.0,70.5,B+,PASS
68,20,97,11,49.0,196.0,49.0,C,FAIL
72,19,20,31,35.5,142.0,35.5,C,FAIL
22,37,55,72,46.5,186.0,46.5,C,FAIL
42,74,12,80,52.0,208.0,52.0,C+,FAIL
40,38,9,36,30.75,123.0,30.75,NG,FAIL
35,8,37,27,26.75,107.0,26.75,NG,FAIL
6,2,26,79,28.25,113.0,28.25,NG,FAIL
96,40,2,19,39.25,157.0,39.25,C,FAIL
70,59,71,37,59.25,237.0,59.25,C+,PASS
74,37,44,66,55.25,221.0,55.25,C+,PASS
34,80,89,7,52.5,210.0,52.5,C+,FAIL
89,29,70,9,49.25,197.0,49.25,C,FAIL
26,91,35,0,38.0,152.0,38.0,C,FAIL
68,20,41,96,56.25,225.0,56.25,C+,FAIL
79,84,4,60,56.75,227.0,56.75,C+,FAIL
98,14,12,75,49.75,199.0,49.75,C,FAIL
25,99,90,2,54.0,216.0,54.0,C+,FAIL
94,78,59,59,72.5,290.0,72.5,B+,PASS
81,31,87,93,73.0,292.0,73.0,B+,FAIL
7,24,92,66,47.25,189.0,47.25,C,FAIL
67,49,17,50,45.75,183.0,45.75,C,FAIL
2,0,56,0,14.5,58.0,14.5,NG,FAIL
60,49,83,5,49.25,197.0,49.25,C,FAIL
50,43,74,8,43.75,175.0,43.75,C,FAIL
14,75,95,41,56.25,225.0,56.25,C+,FAIL
19,58,1,45,30.75,123.0,30.75,NG,FAIL
96,47,23,23,47.25,189.0,47.25,C,FAIL
33,65,52,85,58.75,235.0,58.75,C+,FAIL
37,27,59,21,36.0,144.0,36.0,C,FAIL
32,85,47,46,52.5,210.0,52.5,C+,FAIL
78,26,75,61,60.0,240.0,60.0,B,FAIL
70,81,72,77,75.0,300.0,75.0,B+,PASS
65,46,69,51,57.75,231.0,57.75,C+,PASS
49,79,96,40,66.0,264.0,66.0,B,PASS
88,16,23,12,34.75,139.0,34.75,NG,FAIL
87,18,40,63,52.0,208.0,52.0,C+,FAIL
53,73,32,20,44.5,178.0,44.5,C,FAIL
10,48,86,83,56.75,227.0,56.75,C+,FAIL
25,29,47,37,34.5,138.0,34.5,NG,FAIL
55,29,6,93,45.75,183.0,45.75,C,FAIL
2,2,13,62,19.75,79.0,19.75,NG,FAIL
61,16,70,19,41.5,166.0,41.5,C,FAIL
93,79,28,67,66.75,267.0,66.75,B,FAIL
79,4,28,39,37.5,150.0,37.5,C,FAIL
80,8,0,67,38.75,155.0,38.75,C,FAIL
82,78,77,3,60.0,240.0,60.0,B,FAIL
34,87,7,86,53.5,214.0,53.5,C+,FAIL
13,85,2,16,29.0,116.0,29.0,NG,FAIL
46,63,36,77,55.5,222.0,55.5,C+,PASS
87,4,91,63,61.25,245.0,61.25,B,FAIL
40,19,16,64,34.75,139.0,34.75,NG,FAIL
22,3,39,58,30.5,122.0,30.5,NG,FAIL
47,20,22,27,29.0,116.0,29.0,NG,FAIL
20,23,23,16,20.5,82.0,20.5,NG,FAIL
92,38,10,37,44.25,177.0,44.25,C,FAIL
5,65,6,54,32.5,130.0,32.5,NG,FAIL
21,10,45,52,32.0,128.0,32.0,NG,FAIL
92,94,1,46,58.25,233.0,58.25,C+,FAIL
83,36,58,71,62.0,248.0,62.0,B,PASS
0,94,75,32,50.25,201.0,50.25,C+,FAIL
37,51,22,53,40.75,163.0,40.75,C,FAIL
64,87,6,64,55.25,221.0,55.25,C+,FAIL
47,25,15,54,35.25,141.0,35.25,C,FAIL
7,13,43,7,17.5,70.0,17.5,NG,FAIL
42,82,40,55,54.75,219.0,54.75,C+,PASS
81,76,74,31,65.5,262.0,65.5,B,FAIL
65,98,96,64,80.75,323.0,80.75,A,PASS
34,26,18,42,30.0,120.0,30.0,NG,FAIL
98,36,5,85,56.0,224.0,56.0,C+,FAIL
63,8,38,18,31.75,127.0,31.75,NG,FAIL
62,24,48,10,36.0,144.0,36.0,C,FAIL
82,53,8,23,41.5,166.0,41.5,C,FAIL
92,3,71,17,45.75,183.0,45.75,C,FAIL
6,91,42,74,53.25,213.0,53.25,C+,FAIL
87,39,56,9,47.75,191.0,47.75,C,FAIL
27,99,46,53,56.25,225.0,56.25,C+,FAIL
91,16,12,54,43.25,173.0,43.25,C,FAIL
97,38,42,98,68.75,275.0,68.75,B,PASS
73,7,68,61,52.25,209.0,52.25,C+,FAIL
96,56,87,75,78.5,314.0,78.5,B+,PASS
33,85,81,69,67.0,268.0,67.0,B,FAIL
26,87,14,80,51.75,207.0,51.75,C+,FAIL
42,96,52,21,52.75,211.0,52.75,C+,FAIL
58,52,64,57,57.75,231.0,57.75,C+,PASS
91,26,76,17,52.5,210.0,52.5,C+,FAIL
95,55,41,57,62.0,248.0,62.0,B,PASS
64,6,4,5,19.75,79.0,19.75,NG,FAIL
99,21,73,99,73.0,292.0,73.0,B+,FAIL
87,36,27,96,61.5,246.0,61.5,B,FAIL
34,2,49,76,40.25,161.0,40.25,C,FAIL
49,28,35,9,30.25,121.0,30.25,NG,FAIL
68,10,25,97,50.0,200.0,50.0,C+,FAIL
63,71,89,82,76.25,305.0,76.25,B+,PASS
46,6,96,42,47.5,190.0,47.5,C,FAIL
57,94,74,85,77.5,310.0,77.5,B+,PASS
96,25,19,83,55.75,223.0,55.75,C+,FAIL
34,29,73,19,38.75,155.0,38.75,C,FAIL
67,83,26,4,45.0,180.0,45.0,C,FAIL
9,84,49,74,54.0,216.0,54.0,C+,FAIL
60,82,72,33,61.75,247.0,61.75,B,FAIL
84,2,63,97,61.5,246.0,61.5,B,FAIL
3,71,32,40,36.5,146.0,36.5,C,FAIL
44,76,79,89,72.0,288.0,72.0,B+,PASS
57,80,54,19,52.5,210.0,52.5,C+,FAIL
66,96,67,33,65.5,262.0,65.5,B,FAIL
57,20,20,32,32.25,129.0,32.25,NG,FAIL
21,50,42,14,31.75,127.0,31.75,NG,FAIL
32,31,55,80,49.5,198.0,49.5,C,FAIL
79,64,66,91,75.0,300.0,75.0,B+,PASS
70,56,78,16,55.0,220.0,55.0,C+,FAIL
74,11,43,17,36.25,145.0,36.25,C,FAIL
36,8,57,55,39.0,156.0,39.0,C,FAIL
13,84,18,88,50.75,203.0,50.75,C+,FAIL
47,93,38,22,50.0,200.0,50.0,C+,FAIL
4,22,92,31,37.25,149.0,37.25,C,FAIL
44,67,39,65,53.75,215.0,53.75,C+,PASS
75,34,50,3,40.5,162.0,40.5,C,FAIL
31,72,63,4,42.5,170.0,42.5,C,FAIL
78,81,12,59,57.5,230.0,57.5,C+,FAIL
58,35,24,1,29.5,118.0,29.5,NG,FAIL
94,43,10,6,38.25,153.0,38.25,C,FAIL
19,69,47,97,58.0,232.0,58.0,C+,FAIL
61,72,80,9,55.5,222.0,55.5,C+,FAIL
74,66,24,83,61.75,247.0,61.75,B,FAIL
